T  Ainit D Etat
76 11 0.03  2
76 11 0.04  2
76 11 0.05  2
76 11 0.06  2
76 11 0.07  2
76 11 0.08  2
76 11 0.09  2
76 11 0.1  2
76 12 0  1
76 12 0.01  2
76 12 0.02  2
76 12 0.03  2
76 12 0.04  2
76 12 0.05  2
76 12 0.06  2
76 12 0.07  2
76 12 0.08  2
76 12 0.09  2
76 12 0.1  2
76 13 0  1
76 13 0.01  2
76 13 0.02  2
76 13 0.03  2
76 13 0.04  2
76 13 0.05  2
76 13 0.06  2
76 13 0.07  2
76 13 0.08  2
76 13 0.09  2
76 13 0.1  2
76 14 0  1
76 14 0.01  2
76 14 0.02  2
76 14 0.03  2
76 14 0.04  2
76 14 0.05  2
76 14 0.06  2
76 14 0.07  2
76 14 0.08  2
76 14 0.09  2
76 14 0.1  2
76 15 0  1
76 15 0.01  2
76 15 0.02  2
76 15 0.03  2
76 15 0.04  2
76 15 0.05  2
76 15 0.06  2
76 15 0.07  2
76 15 0.08  2
76 15 0.09  2
76 15 0.1  2
76 16 0  1
76 16 0.01  2
76 16 0.02  2
76 16 0.03  2
76 16 0.04  2
76 16 0.05  2
76 16 0.06  2
76 16 0.07  2
76 16 0.08  2
76 16 0.09  2
76 16 0.1  2
76 17 0  1
76 17 0.01  2
76 17 0.02  2
76 17 0.03  2
76 17 0.04  2
76 17 0.05  2
76 17 0.06  2
76 17 0.07  2
76 17 0.08  2
76 17 0.09  2
76 17 0.1  2
76 18 0  1
76 18 0.01  2
76 18 0.02  2
76 18 0.03  2
76 18 0.04  2
76 18 0.05  2
76 18 0.06  2
76 18 0.07  2
76 18 0.08  2
76 18 0.09  2
76 18 0.1  2
76 19 0  1
76 19 0.01  2
76 19 0.02  2
76 19 0.03  2
76 19 0.04  2
76 19 0.05  2
76 19 0.06  2
76 19 0.07  2
76 19 0.08  2
76 19 0.09  2
76 19 0.1  2
76 20 0  1
76 20 0.01  2
76 20 0.02  2
76 20 0.03  2
76 20 0.04  2
76 20 0.05  2
76 20 0.06  2
76 20 0.07  2
76 20 0.08  2
76 20 0.09  2
76 20 0.1  2
76 21 0  1
76 21 0.01  2
76 21 0.02  2
76 21 0.03  2
76 21 0.04  2
76 21 0.05  2
76 21 0.06  2
76 21 0.07  2
76 21 0.08  2
76 21 0.09  2
76 21 0.1  2
76 22 0  1
76 22 0.01  2
76 22 0.02  2
76 22 0.03  2
76 22 0.04  2
76 22 0.05  2
76 22 0.06  2
76 22 0.07  2
76 22 0.08  2
76 22 0.09  2
76 22 0.1  2
76 23 0  1
76 23 0.01  2
76 23 0.02  2
76 23 0.03  2
76 23 0.04  2
76 23 0.05  2
76 23 0.06  2
76 23 0.07  2
76 23 0.08  2
76 23 0.09  2
76 23 0.1  2
76 24 0  1
76 24 0.01  2
76 24 0.02  2
76 24 0.03  2
76 24 0.04  2
76 24 0.05  2
76 24 0.06  2
76 24 0.07  2
76 24 0.08  2
76 24 0.09  2
76 24 0.1  2
76 25 0  1
76 25 0.01  2
76 25 0.02  2
76 25 0.03  2
76 25 0.04  2
76 25 0.05  2
76 25 0.06  2
76 25 0.07  2
76 25 0.08  2
76 25 0.09  2
76 25 0.1  2
76 26 0  1
76 26 0.01  2
76 26 0.02  2
76 26 0.03  2
76 26 0.04  2
76 26 0.05  2
76 26 0.06  2
76 26 0.07  2
76 26 0.08  2
76 26 0.09  2
76 26 0.1  2
76 27 0  1
76 27 0.01  2
76 27 0.02  2
76 27 0.03  2
76 27 0.04  2
76 27 0.05  2
76 27 0.06  2
76 27 0.07  2
76 27 0.08  2
76 27 0.09  2
76 27 0.1  2
76 28 0  1
76 28 0.01  2
76 28 0.02  2
76 28 0.03  2
76 28 0.04  2
76 28 0.05  2
76 28 0.06  2
76 28 0.07  2
76 28 0.08  2
76 28 0.09  2
76 28 0.1  2
76 29 0  1
76 29 0.01  2
76 29 0.02  2
76 29 0.03  2
76 29 0.04  2
76 29 0.05  2
76 29 0.06  2
76 29 0.07  2
76 29 0.08  2
76 29 0.09  2
76 29 0.1  2
76 30 0  1
76 30 0.01  2
76 30 0.02  2
76 30 0.03  2
76 30 0.04  2
76 30 0.05  2
76 30 0.06  2
76 30 0.07  2
76 30 0.08  2
76 30 0.09  2
76 30 0.1  2
76 31 0  1
76 31 0.01  2
76 31 0.02  2
76 31 0.03  2
76 31 0.04  2
76 31 0.05  2
76 31 0.06  2
76 31 0.07  2
76 31 0.08  2
76 31 0.09  2
76 31 0.1  2
76 32 0  1
76 32 0.01  2
76 32 0.02  2
76 32 0.03  2
76 32 0.04  2
76 32 0.05  2
76 32 0.06  2
76 32 0.07  2
76 32 0.08  2
76 32 0.09  2
76 32 0.1  2
76 33 0  1
76 33 0.01  2
76 33 0.02  2
76 33 0.03  2
76 33 0.04  2
76 33 0.05  2
76 33 0.06  2
76 33 0.07  2
76 33 0.08  2
76 33 0.09  2
76 33 0.1  2
76 34 0  1
76 34 0.01  2
76 34 0.02  2
76 34 0.03  2
76 34 0.04  2
76 34 0.05  2
76 34 0.06  2
76 34 0.07  2
76 34 0.08  2
76 34 0.09  2
76 34 0.1  2
76 35 0  1
76 35 0.01  2
76 35 0.02  2
76 35 0.03  2
76 35 0.04  2
76 35 0.05  2
76 35 0.06  2
76 35 0.07  2
76 35 0.08  2
76 35 0.09  2
76 35 0.1  2
76 36 0  1
76 36 0.01  2
76 36 0.02  2
76 36 0.03  2
76 36 0.04  2
76 36 0.05  2
76 36 0.06  2
76 36 0.07  2
76 36 0.08  2
76 36 0.09  2
76 36 0.1  2
76 37 0  1
76 37 0.01  2
76 37 0.02  2
76 37 0.03  2
76 37 0.04  2
76 37 0.05  2
76 37 0.06  2
76 37 0.07  2
76 37 0.08  2
76 37 0.09  2
76 37 0.1  2
76 38 0  1
76 38 0.01  2
76 38 0.02  2
76 38 0.03  2
76 38 0.04  2
76 38 0.05  2
76 38 0.06  2
76 38 0.07  2
76 38 0.08  2
76 38 0.09  2
76 38 0.1  2
76 39 0  1
76 39 0.01  2
76 39 0.02  2
76 39 0.03  2
76 39 0.04  2
76 39 0.05  2
76 39 0.06  2
76 39 0.07  2
76 39 0.08  2
76 39 0.09  2
76 39 0.1  2
76 40 0  1
76 40 0.01  2
76 40 0.02  2
76 40 0.03  2
76 40 0.04  2
76 40 0.05  2
76 40 0.06  2
76 40 0.07  2
76 40 0.08  2
76 40 0.09  2
76 40 0.1  2
76 41 0  1
76 41 0.01  2
76 41 0.02  2
76 41 0.03  2
76 41 0.04  2
76 41 0.05  2
76 41 0.06  2
76 41 0.07  2
76 41 0.08  2
76 41 0.09  2
76 41 0.1  2
76 42 0  1
76 42 0.01  2
76 42 0.02  2
76 42 0.03  2
76 42 0.04  2
76 42 0.05  2
76 42 0.06  2
76 42 0.07  2
76 42 0.08  2
76 42 0.09  2
76 42 0.1  2
76 43 0  1
76 43 0.01  2
76 43 0.02  2
76 43 0.03  2
76 43 0.04  2
76 43 0.05  2
76 43 0.06  2
76 43 0.07  2
76 43 0.08  2
76 43 0.09  2
76 43 0.1  2
76 44 0  1
76 44 0.01  2
76 44 0.02  2
76 44 0.03  2
76 44 0.04  2
76 44 0.05  2
76 44 0.06  2
76 44 0.07  2
76 44 0.08  2
76 44 0.09  2
76 44 0.1  2
76 45 0  1
76 45 0.01  2
76 45 0.02  2
76 45 0.03  2
76 45 0.04  2
76 45 0.05  2
76 45 0.06  2
76 45 0.07  2
76 45 0.08  2
76 45 0.09  2
76 45 0.1  2
76 46 0  1
76 46 0.01  2
76 46 0.02  2
76 46 0.03  2
76 46 0.04  2
76 46 0.05  2
76 46 0.06  2
76 46 0.07  2
76 46 0.08  2
76 46 0.09  2
76 46 0.1  2
76 47 0  1
76 47 0.01  2
76 47 0.02  2
76 47 0.03  2
76 47 0.04  2
76 47 0.05  2
76 47 0.06  2
76 47 0.07  2
76 47 0.08  2
76 47 0.09  2
76 47 0.1  2
76 48 0  1
76 48 0.01  2
76 48 0.02  2
76 48 0.03  2
76 48 0.04  2
76 48 0.05  2
76 48 0.06  2
76 48 0.07  2
76 48 0.08  2
76 48 0.09  2
76 48 0.1  2
76 49 0  1
76 49 0.01  2
76 49 0.02  2
76 49 0.03  2
76 49 0.04  2
76 49 0.05  2
76 49 0.06  2
76 49 0.07  2
76 49 0.08  2
76 49 0.09  2
76 49 0.1  2
76 50 0  1
76 50 0.01  2
76 50 0.02  2
76 50 0.03  2
76 50 0.04  2
76 50 0.05  2
76 50 0.06  2
76 50 0.07  2
76 50 0.08  2
76 50 0.09  2
76 50 0.1  2
81 0 0  0
81 0 0.01  0
81 0 0.02  0
81 0 0.03  0
81 0 0.04  0
81 0 0.05  0
81 0 0.06  0
81 0 0.07  0
81 0 0.08  0
81 0 0.09  0
81 0 0.1  0
81 1 0  1
81 1 0.01  2
81 1 0.02  2
81 1 0.03  2
81 1 0.04  2
81 1 0.05  2
81 1 0.06  2
81 1 0.07  2
81 1 0.08  2
81 1 0.09  2
81 1 0.1  2
81 2 0  1
81 2 0.01  2
81 2 0.02  2
81 2 0.03  2
81 2 0.04  2
81 2 0.05  2
81 2 0.06  2
81 2 0.07  2
81 2 0.08  2
81 2 0.09  2
81 2 0.1  2
81 3 0  1
81 3 0.01  2
81 3 0.02  2
81 3 0.03  2
81 3 0.04  2
81 3 0.05  2
81 3 0.06  2
81 3 0.07  2
81 3 0.08  2
81 3 0.09  2
81 3 0.1  2
81 4 0  1
81 4 0.01  2
81 4 0.02  2
81 4 0.03  2
81 4 0.04  2
81 4 0.05  2
81 4 0.06  2
81 4 0.07  2
81 4 0.08  2
81 4 0.09  2
81 4 0.1  2
81 5 0  1
81 5 0.01  2
81 5 0.02  2
81 5 0.03  2
81 5 0.04  2
81 5 0.05  2
81 5 0.06  2
81 5 0.07  2
81 5 0.08  2
81 5 0.09  2
81 5 0.1  2
81 6 0  1
81 6 0.01  2
81 6 0.02  2
81 6 0.03  2
81 6 0.04  2
81 6 0.05  2
81 6 0.06  2
81 6 0.07  2
81 6 0.08  2
81 6 0.09  2
81 6 0.1  2
81 7 0  1
81 7 0.01  2
81 7 0.02  2
81 7 0.03  2
81 7 0.04  2
81 7 0.05  2
81 7 0.06  2
81 7 0.07  2
81 7 0.08  2
81 7 0.09  2
81 7 0.1  2
81 8 0  1
81 8 0.01  2
81 8 0.02  2
81 8 0.03  2
81 8 0.04  2
81 8 0.05  2
81 8 0.06  2
81 8 0.07  2
81 8 0.08  2
81 8 0.09  2
81 8 0.1  2
81 9 0  1
81 9 0.01  2
81 9 0.02  2
81 9 0.03  2
81 9 0.04  2
81 9 0.05  2
81 9 0.06  2
81 9 0.07  2
81 9 0.08  2
81 9 0.09  2
81 9 0.1  2
81 10 0  1
81 10 0.01  2
81 10 0.02  2
81 10 0.03  2
81 10 0.04  2
81 10 0.05  2
81 10 0.06  2
81 10 0.07  2
81 10 0.08  2
81 10 0.09  2
81 10 0.1  2
81 11 0  1
81 11 0.01  2
81 11 0.02  2
81 11 0.03  2
81 11 0.04  2
81 11 0.05  2
81 11 0.06  2
81 11 0.07  2
81 11 0.08  2
81 11 0.09  2
81 11 0.1  2
81 12 0  1
81 12 0.01  2
81 12 0.02  2
81 12 0.03  2
81 12 0.04  2
81 12 0.05  2
81 12 0.06  2
81 12 0.07  2
81 12 0.08  2
81 12 0.09  2
81 12 0.1  2
81 13 0  1
81 13 0.01  2
81 13 0.02  2
81 13 0.03  2
81 13 0.04  2
81 13 0.05  2
81 13 0.06  2
81 13 0.07  2
81 13 0.08  2
81 13 0.09  2
81 13 0.1  2
81 14 0  1
81 14 0.01  2
81 14 0.02  2
81 14 0.03  2
81 14 0.04  2
81 14 0.05  2
81 14 0.06  2
81 14 0.07  2
81 14 0.08  2
81 14 0.09  2
81 14 0.1  2
81 15 0  1
81 15 0.01  2
81 15 0.02  2
81 15 0.03  2
81 15 0.04  2
81 15 0.05  2
81 15 0.06  2
81 15 0.07  2
81 15 0.08  2
81 15 0.09  2
81 15 0.1  2
81 16 0  1
81 16 0.01  2
81 16 0.02  2
81 16 0.03  2
81 16 0.04  2
81 16 0.05  2
81 16 0.06  2
81 16 0.07  2
81 16 0.08  2
81 16 0.09  2
81 16 0.1  2
81 17 0  1
81 17 0.01  2
81 17 0.02  2
81 17 0.03  2
81 17 0.04  2
81 17 0.05  2
81 17 0.06  2
81 17 0.07  2
81 17 0.08  2
81 17 0.09  2
81 17 0.1  2
81 18 0  1
81 18 0.01  2
81 18 0.02  2
81 18 0.03  2
81 18 0.04  2
81 18 0.05  2
81 18 0.06  2
81 18 0.07  2
81 18 0.08  2
81 18 0.09  2
81 18 0.1  2
81 19 0  1
81 19 0.01  2
81 19 0.02  2
81 19 0.03  2
81 19 0.04  2
81 19 0.05  2
81 19 0.06  2
81 19 0.07  2
81 19 0.08  2
81 19 0.09  2
81 19 0.1  2
81 20 0  1
81 20 0.01  2
81 20 0.02  2
81 20 0.03  2
81 20 0.04  2
81 20 0.05  2
81 20 0.06  2
81 20 0.07  2
81 20 0.08  2
81 20 0.09  2
81 20 0.1  2
81 21 0  1
81 21 0.01  2
81 21 0.02  2
81 21 0.03  2
81 21 0.04  2
81 21 0.05  2
81 21 0.06  2
81 21 0.07  2
81 21 0.08  2
81 21 0.09  2
81 21 0.1  2
81 22 0  1
81 22 0.01  2
81 22 0.02  2
81 22 0.03  2
81 22 0.04  2
81 22 0.05  2
81 22 0.06  2
81 22 0.07  2
81 22 0.08  2
81 22 0.09  2
81 22 0.1  2
81 23 0  1
81 23 0.01  2
81 23 0.02  2
81 23 0.03  2
81 23 0.04  2
81 23 0.05  2
81 23 0.06  2
81 23 0.07  2
81 23 0.08  2
81 23 0.09  2
81 23 0.1  2
81 24 0  1
81 24 0.01  2
81 24 0.02  2
81 24 0.03  2
81 24 0.04  2
81 24 0.05  2
81 24 0.06  2
81 24 0.07  2
81 24 0.08  2
81 24 0.09  2
81 24 0.1  2
81 25 0  1
81 25 0.01  2
81 25 0.02  2
81 25 0.03  2
81 25 0.04  2
81 25 0.05  2
81 25 0.06  2
81 25 0.07  2
81 25 0.08  2
81 25 0.09  2
81 25 0.1  2
81 26 0  1
81 26 0.01  2
81 26 0.02  2
81 26 0.03  2
81 26 0.04  2
81 26 0.05  2
81 26 0.06  2
81 26 0.07  2
81 26 0.08  2
81 26 0.09  2
81 26 0.1  2
81 27 0  1
81 27 0.01  2
81 27 0.02  2
81 27 0.03  2
81 27 0.04  2
81 27 0.05  2
81 27 0.06  2
81 27 0.07  2
81 27 0.08  2
81 27 0.09  2
81 27 0.1  2
81 28 0  1
81 28 0.01  2
81 28 0.02  2
81 28 0.03  2
81 28 0.04  2
81 28 0.05  2
81 28 0.06  2
81 28 0.07  2
81 28 0.08  2
81 28 0.09  2
81 28 0.1  2
81 29 0  1
81 29 0.01  2
81 29 0.02  2
81 29 0.03  2
81 29 0.04  2
81 29 0.05  2
81 29 0.06  2
81 29 0.07  2
81 29 0.08  2
81 29 0.09  2
81 29 0.1  2
81 30 0  1
81 30 0.01  2
81 30 0.02  2
81 30 0.03  2
81 30 0.04  2
81 30 0.05  2
81 30 0.06  2
81 30 0.07  2
81 30 0.08  2
81 30 0.09  2
81 30 0.1  2
81 31 0  1
81 31 0.01  2
81 31 0.02  2
81 31 0.03  2
81 31 0.04  2
81 31 0.05  2
81 31 0.06  2
81 31 0.07  2
81 31 0.08  2
81 31 0.09  2
81 31 0.1  2
81 32 0  1
81 32 0.01  2
81 32 0.02  2
81 32 0.03  2
81 32 0.04  2
81 32 0.05  2
81 32 0.06  2
81 32 0.07  2
81 32 0.08  2
81 32 0.09  2
81 32 0.1  2
81 33 0  1
81 33 0.01  2
81 33 0.02  2
81 33 0.03  2
81 33 0.04  2
81 33 0.05  2
81 33 0.06  2
81 33 0.07  2
81 33 0.08  2
81 33 0.09  2
81 33 0.1  2
81 34 0  1
81 34 0.01  2
81 34 0.02  2
81 34 0.03  2
81 34 0.04  2
81 34 0.05  2
81 34 0.06  2
81 34 0.07  2
81 34 0.08  2
81 34 0.09  2
81 34 0.1  2
81 35 0  1
81 35 0.01  2
81 35 0.02  2
81 35 0.03  2
81 35 0.04  2
81 35 0.05  2
81 35 0.06  2
81 35 0.07  2
81 35 0.08  2
81 35 0.09  2
81 35 0.1  2
81 36 0  1
81 36 0.01  2
81 36 0.02  2
81 36 0.03  2
81 36 0.04  2
81 36 0.05  2
81 36 0.06  2
81 36 0.07  2
81 36 0.08  2
81 36 0.09  2
81 36 0.1  2
81 37 0  1
81 37 0.01  2
81 37 0.02  2
81 37 0.03  2
81 37 0.04  2
81 37 0.05  2
81 37 0.06  2
81 37 0.07  2
81 37 0.08  2
81 37 0.09  2
81 37 0.1  2
81 38 0  1
81 38 0.01  2
81 38 0.02  2
81 38 0.03  2
81 38 0.04  2
81 38 0.05  2
81 38 0.06  2
81 38 0.07  2
81 38 0.08  2
81 38 0.09  2
81 38 0.1  2
81 39 0  1
81 39 0.01  2
81 39 0.02  2
81 39 0.03  2
81 39 0.04  2
81 39 0.05  2
81 39 0.06  2
81 39 0.07  2
81 39 0.08  2
81 39 0.09  2
81 39 0.1  2
81 40 0  1
81 40 0.01  2
81 40 0.02  2
81 40 0.03  2
81 40 0.04  2
81 40 0.05  2
81 40 0.06  2
81 40 0.07  2
81 40 0.08  2
81 40 0.09  2
81 40 0.1  2
81 41 0  1
81 41 0.01  2
81 41 0.02  2
81 41 0.03  2
81 41 0.04  2
81 41 0.05  2
81 41 0.06  2
81 41 0.07  2
81 41 0.08  2
81 41 0.09  2
81 41 0.1  2
81 42 0  1
81 42 0.01  2
81 42 0.02  2
81 42 0.03  2
81 42 0.04  2
81 42 0.05  2
81 42 0.06  2
81 42 0.07  2
81 42 0.08  2
81 42 0.09  2
81 42 0.1  2
81 43 0  1
81 43 0.01  2
81 43 0.02  2
81 43 0.03  2
81 43 0.04  2
81 43 0.05  2
81 43 0.06  2
81 43 0.07  2
81 43 0.08  2
81 43 0.09  2
81 43 0.1  2
81 44 0  1
81 44 0.01  2
81 44 0.02  2
81 44 0.03  2
81 44 0.04  2
81 44 0.05  2
81 44 0.06  2
81 44 0.07  2
81 44 0.08  2
81 44 0.09  2
81 44 0.1  2
81 45 0  1
81 45 0.01  2
81 45 0.02  2
81 45 0.03  2
81 45 0.04  2
81 45 0.05  2
81 45 0.06  2
81 45 0.07  2
81 45 0.08  2
81 45 0.09  2
81 45 0.1  2
81 46 0  1
81 46 0.01  2
81 46 0.02  2
81 46 0.03  2
81 46 0.04  2
81 46 0.05  2
81 46 0.06  2
81 46 0.07  2
81 46 0.08  2
81 46 0.09  2
81 46 0.1  2
81 47 0  1
81 47 0.01  2
81 47 0.02  2
81 47 0.03  2
81 47 0.04  2
81 47 0.05  2
81 47 0.06  2
81 47 0.07  2
81 47 0.08  2
81 47 0.09  2
81 47 0.1  2
81 48 0  1
81 48 0.01  2
81 48 0.02  2
81 48 0.03  2
81 48 0.04  2
81 48 0.05  2
81 48 0.06  2
81 48 0.07  2
81 48 0.08  2
81 48 0.09  2
81 48 0.1  2
81 49 0  1
81 49 0.01  2
81 49 0.02  2
81 49 0.03  2
81 49 0.04  2
81 49 0.05  2
81 49 0.06  2
81 49 0.07  2
81 49 0.08  2
81 49 0.09  2
81 49 0.1  2
81 50 0  1
81 50 0.01  2
81 50 0.02  2
81 50 0.03  2
81 50 0.04  2
81 50 0.05  2
81 50 0.06  2
81 50 0.07  2
81 50 0.08  2
81 50 0.09  2
81 50 0.1  2

