T  Ainit D Etat
26 3 0.05  1
26 3 0.06  1
26 3 0.07  1
26 3 0.08  1
26 3 0.09  1
26 3 0.1  1
26 4 0  1
26 4 0.01  1
26 4 0.02  1
26 4 0.03  1
26 4 0.04  1
26 4 0.05  1
26 4 0.06  1
26 4 0.07  1
26 4 0.08  1
26 4 0.09  1
26 4 0.1  1
26 5 0  1
26 5 0.01  1
26 5 0.02  1
26 5 0.03  1
26 5 0.04  1
26 5 0.05  1
26 5 0.06  1
26 5 0.07  1
26 5 0.08  1
26 5 0.09  1
26 5 0.1  1
26 6 0  1
26 6 0.01  1
26 6 0.02  1
26 6 0.03  1
26 6 0.04  1
26 6 0.05  1
26 6 0.06  1
26 6 0.07  1
26 6 0.08  1
26 6 0.09  1
26 6 0.1  1
26 7 0  1
26 7 0.01  1
26 7 0.02  1
26 7 0.03  1
26 7 0.04  1
26 7 0.05  1
26 7 0.06  1
26 7 0.07  1
26 7 0.08  1
26 7 0.09  1
26 7 0.1  1
26 8 0  1
26 8 0.01  1
26 8 0.02  1
26 8 0.03  1
26 8 0.04  1
26 8 0.05  1
26 8 0.06  1
26 8 0.07  1
26 8 0.08  1
26 8 0.09  1
26 8 0.1  1
26 9 0  1
26 9 0.01  1
26 9 0.02  1
26 9 0.03  1
26 9 0.04  1
26 9 0.05  1
26 9 0.06  1
26 9 0.07  1
26 9 0.08  1
26 9 0.09  1
26 9 0.1  1
26 10 0  1
26 10 0.01  1
26 10 0.02  1
26 10 0.03  1
26 10 0.04  1
26 10 0.05  1
26 10 0.06  1
26 10 0.07  1
26 10 0.08  1
26 10 0.09  1
26 10 0.1  1
26 11 0  1
26 11 0.01  1
26 11 0.02  1
26 11 0.03  1
26 11 0.04  1
26 11 0.05  1
26 11 0.06  1
26 11 0.07  1
26 11 0.08  1
26 11 0.09  1
26 11 0.1  1
26 12 0  1
26 12 0.01  1
26 12 0.02  1
26 12 0.03  1
26 12 0.04  1
26 12 0.05  1
26 12 0.06  1
26 12 0.07  1
26 12 0.08  1
26 12 0.09  1
26 12 0.1  1
26 13 0  1
26 13 0.01  1
26 13 0.02  1
26 13 0.03  1
26 13 0.04  1
26 13 0.05  1
26 13 0.06  1
26 13 0.07  1
26 13 0.08  1
26 13 0.09  1
26 13 0.1  1
26 14 0  1
26 14 0.01  1
26 14 0.02  1
26 14 0.03  1
26 14 0.04  1
26 14 0.05  1
26 14 0.06  1
26 14 0.07  1
26 14 0.08  1
26 14 0.09  1
26 14 0.1  1
26 15 0  1
26 15 0.01  1
26 15 0.02  1
26 15 0.03  1
26 15 0.04  1
26 15 0.05  1
26 15 0.06  1
26 15 0.07  1
26 15 0.08  1
26 15 0.09  1
26 15 0.1  1
26 16 0  1
26 16 0.01  1
26 16 0.02  1
26 16 0.03  1
26 16 0.04  1
26 16 0.05  1
26 16 0.06  1
26 16 0.07  1
26 16 0.08  1
26 16 0.09  1
26 16 0.1  1
26 17 0  1
26 17 0.01  1
26 17 0.02  1
26 17 0.03  1
26 17 0.04  1
26 17 0.05  1
26 17 0.06  1
26 17 0.07  1
26 17 0.08  1
26 17 0.09  1
26 17 0.1  1
26 18 0  1
26 18 0.01  1
26 18 0.02  1
26 18 0.03  1
26 18 0.04  1
26 18 0.05  1
26 18 0.06  1
26 18 0.07  1
26 18 0.08  1
26 18 0.09  1
26 18 0.1  1
26 19 0  1
26 19 0.01  1
26 19 0.02  1
26 19 0.03  1
26 19 0.04  1
26 19 0.05  1
26 19 0.06  1
26 19 0.07  1
26 19 0.08  1
26 19 0.09  1
26 19 0.1  1
26 20 0  1
26 20 0.01  1
26 20 0.02  1
26 20 0.03  1
26 20 0.04  1
26 20 0.05  1
26 20 0.06  1
26 20 0.07  1
26 20 0.08  1
26 20 0.09  1
26 20 0.1  1
26 21 0  1
26 21 0.01  1
26 21 0.02  1
26 21 0.03  1
26 21 0.04  1
26 21 0.05  1
26 21 0.06  1
26 21 0.07  1
26 21 0.08  1
26 21 0.09  1
26 21 0.1  1
26 22 0  1
26 22 0.01  1
26 22 0.02  1
26 22 0.03  1
26 22 0.04  1
26 22 0.05  1
26 22 0.06  1
26 22 0.07  1
26 22 0.08  1
26 22 0.09  1
26 22 0.1  1
26 23 0  1
26 23 0.01  1
26 23 0.02  1
26 23 0.03  1
26 23 0.04  1
26 23 0.05  1
26 23 0.06  1
26 23 0.07  1
26 23 0.08  1
26 23 0.09  1
26 23 0.1  1
26 24 0  1
26 24 0.01  1
26 24 0.02  1
26 24 0.03  1
26 24 0.04  1
26 24 0.05  1
26 24 0.06  1
26 24 0.07  1
26 24 0.08  1
26 24 0.09  1
26 24 0.1  1
26 25 0  1
26 25 0.01  1
26 25 0.02  1
26 25 0.03  1
26 25 0.04  1
26 25 0.05  1
26 25 0.06  1
26 25 0.07  1
26 25 0.08  1
26 25 0.09  1
26 25 0.1  1
26 26 0  1
26 26 0.01  1
26 26 0.02  1
26 26 0.03  1
26 26 0.04  1
26 26 0.05  1
26 26 0.06  1
26 26 0.07  1
26 26 0.08  1
26 26 0.09  1
26 26 0.1  1
26 27 0  1
26 27 0.01  1
26 27 0.02  1
26 27 0.03  1
26 27 0.04  1
26 27 0.05  1
26 27 0.06  1
26 27 0.07  1
26 27 0.08  1
26 27 0.09  1
26 27 0.1  1
26 28 0  1
26 28 0.01  1
26 28 0.02  1
26 28 0.03  1
26 28 0.04  1
26 28 0.05  1
26 28 0.06  1
26 28 0.07  1
26 28 0.08  1
26 28 0.09  1
26 28 0.1  1
26 29 0  1
26 29 0.01  1
26 29 0.02  1
26 29 0.03  1
26 29 0.04  1
26 29 0.05  1
26 29 0.06  1
26 29 0.07  1
26 29 0.08  1
26 29 0.09  1
26 29 0.1  1
26 30 0  1
26 30 0.01  1
26 30 0.02  1
26 30 0.03  1
26 30 0.04  1
26 30 0.05  1
26 30 0.06  1
26 30 0.07  1
26 30 0.08  1
26 30 0.09  1
26 30 0.1  1
26 31 0  1
26 31 0.01  1
26 31 0.02  1
26 31 0.03  1
26 31 0.04  1
26 31 0.05  1
26 31 0.06  1
26 31 0.07  1
26 31 0.08  1
26 31 0.09  1
26 31 0.1  1
26 32 0  1
26 32 0.01  1
26 32 0.02  1
26 32 0.03  1
26 32 0.04  1
26 32 0.05  1
26 32 0.06  1
26 32 0.07  1
26 32 0.08  1
26 32 0.09  1
26 32 0.1  1
26 33 0  1
26 33 0.01  1
26 33 0.02  1
26 33 0.03  1
26 33 0.04  1
26 33 0.05  1
26 33 0.06  1
26 33 0.07  1
26 33 0.08  1
26 33 0.09  1
26 33 0.1  1
26 34 0  1
26 34 0.01  1
26 34 0.02  1
26 34 0.03  1
26 34 0.04  1
26 34 0.05  1
26 34 0.06  1
26 34 0.07  1
26 34 0.08  1
26 34 0.09  1
26 34 0.1  1
26 35 0  1
26 35 0.01  1
26 35 0.02  1
26 35 0.03  1
26 35 0.04  1
26 35 0.05  1
26 35 0.06  1
26 35 0.07  1
26 35 0.08  1
26 35 0.09  1
26 35 0.1  1
26 36 0  1
26 36 0.01  1
26 36 0.02  1
26 36 0.03  1
26 36 0.04  1
26 36 0.05  1
26 36 0.06  1
26 36 0.07  1
26 36 0.08  1
26 36 0.09  1
26 36 0.1  1
26 37 0  1
26 37 0.01  1
26 37 0.02  1
26 37 0.03  1
26 37 0.04  1
26 37 0.05  1
26 37 0.06  1
26 37 0.07  1
26 37 0.08  1
26 37 0.09  1
26 37 0.1  1
26 38 0  1
26 38 0.01  1
26 38 0.02  1
26 38 0.03  1
26 38 0.04  1
26 38 0.05  1
26 38 0.06  1
26 38 0.07  1
26 38 0.08  1
26 38 0.09  1
26 38 0.1  1
26 39 0  1
26 39 0.01  1
26 39 0.02  1
26 39 0.03  1
26 39 0.04  1
26 39 0.05  1
26 39 0.06  1
26 39 0.07  1
26 39 0.08  1
26 39 0.09  1
26 39 0.1  1
26 40 0  1
26 40 0.01  1
26 40 0.02  1
26 40 0.03  1
26 40 0.04  1
26 40 0.05  1
26 40 0.06  1
26 40 0.07  1
26 40 0.08  1
26 40 0.09  1
26 40 0.1  1
26 41 0  1
26 41 0.01  1
26 41 0.02  1
26 41 0.03  1
26 41 0.04  1
26 41 0.05  1
26 41 0.06  1
26 41 0.07  1
26 41 0.08  1
26 41 0.09  1
26 41 0.1  1
26 42 0  1
26 42 0.01  1
26 42 0.02  1
26 42 0.03  1
26 42 0.04  1
26 42 0.05  1
26 42 0.06  1
26 42 0.07  1
26 42 0.08  1
26 42 0.09  1
26 42 0.1  1
26 43 0  1
26 43 0.01  1
26 43 0.02  1
26 43 0.03  1
26 43 0.04  1
26 43 0.05  1
26 43 0.06  1
26 43 0.07  1
26 43 0.08  1
26 43 0.09  1
26 43 0.1  1
26 44 0  1
26 44 0.01  1
26 44 0.02  1
26 44 0.03  1
26 44 0.04  1
26 44 0.05  1
26 44 0.06  1
26 44 0.07  1
26 44 0.08  1
26 44 0.09  1
26 44 0.1  1
26 45 0  1
26 45 0.01  1
26 45 0.02  1
26 45 0.03  1
26 45 0.04  1
26 45 0.05  1
26 45 0.06  1
26 45 0.07  1
26 45 0.08  1
26 45 0.09  1
26 45 0.1  1
26 46 0  1
26 46 0.01  1
26 46 0.02  1
26 46 0.03  1
26 46 0.04  1
26 46 0.05  1
26 46 0.06  1
26 46 0.07  1
26 46 0.08  1
26 46 0.09  1
26 46 0.1  1
26 47 0  1
26 47 0.01  1
26 47 0.02  1
26 47 0.03  1
26 47 0.04  1
26 47 0.05  1
26 47 0.06  1
26 47 0.07  1
26 47 0.08  1
26 47 0.09  1
26 47 0.1  1
26 48 0  1
26 48 0.01  1
26 48 0.02  1
26 48 0.03  1
26 48 0.04  1
26 48 0.05  1
26 48 0.06  1
26 48 0.07  1
26 48 0.08  1
26 48 0.09  1
26 48 0.1  1
26 49 0  1
26 49 0.01  1
26 49 0.02  1
26 49 0.03  1
26 49 0.04  1
26 49 0.05  1
26 49 0.06  1
26 49 0.07  1
26 49 0.08  1
26 49 0.09  1
26 49 0.1  1
26 50 0  1
26 50 0.01  1
26 50 0.02  1
26 50 0.03  1
26 50 0.04  1
26 50 0.05  1
26 50 0.06  1
26 50 0.07  1
26 50 0.08  1
26 50 0.09  1
26 50 0.1  1
31 0 0  0
31 0 0.01  0
31 0 0.02  0
31 0 0.03  0
31 0 0.04  0
31 0 0.05  0
31 0 0.06  0
31 0 0.07  0
31 0 0.08  0
31 0 0.09  0
31 0 0.1  0
31 1 0  1
31 1 0.01  1
31 1 0.02  1
31 1 0.03  1
31 1 0.04  1
31 1 0.05  1
31 1 0.06  1
31 1 0.07  1
31 1 0.08  1
31 1 0.09  1
31 1 0.1  1
31 2 0  1
31 2 0.01  1
31 2 0.02  1
31 2 0.03  1
31 2 0.04  1
31 2 0.05  1
31 2 0.06  1
31 2 0.07  1
31 2 0.08  1
31 2 0.09  1
31 2 0.1  1
31 3 0  1
31 3 0.01  1
31 3 0.02  1
31 3 0.03  1
31 3 0.04  1
31 3 0.05  1
31 3 0.06  1
31 3 0.07  1
31 3 0.08  1
31 3 0.09  1
31 3 0.1  1
31 4 0  1
31 4 0.01  1
31 4 0.02  1
31 4 0.03  1
31 4 0.04  1
31 4 0.05  1
31 4 0.06  1
31 4 0.07  1
31 4 0.08  1
31 4 0.09  1
31 4 0.1  1
31 5 0  1
31 5 0.01  1
31 5 0.02  1
31 5 0.03  1
31 5 0.04  1
31 5 0.05  1
31 5 0.06  1
31 5 0.07  1
31 5 0.08  1
31 5 0.09  1
31 5 0.1  1
31 6 0  1
31 6 0.01  1
31 6 0.02  1
31 6 0.03  1
31 6 0.04  1
31 6 0.05  1
31 6 0.06  1
31 6 0.07  1
31 6 0.08  1
31 6 0.09  1
31 6 0.1  1
31 7 0  1
31 7 0.01  1
31 7 0.02  1
31 7 0.03  1
31 7 0.04  1
31 7 0.05  1
31 7 0.06  1
31 7 0.07  1
31 7 0.08  1
31 7 0.09  1
31 7 0.1  1
31 8 0  1
31 8 0.01  1
31 8 0.02  1
31 8 0.03  1
31 8 0.04  1
31 8 0.05  1
31 8 0.06  1
31 8 0.07  1
31 8 0.08  1
31 8 0.09  1
31 8 0.1  1
31 9 0  1
31 9 0.01  1
31 9 0.02  1
31 9 0.03  1
31 9 0.04  1
31 9 0.05  1
31 9 0.06  1
31 9 0.07  1
31 9 0.08  1
31 9 0.09  1
31 9 0.1  1
31 10 0  1
31 10 0.01  1
31 10 0.02  1
31 10 0.03  1
31 10 0.04  1
31 10 0.05  1
31 10 0.06  1
31 10 0.07  1
31 10 0.08  1
31 10 0.09  1
31 10 0.1  1
31 11 0  1
31 11 0.01  1
31 11 0.02  1
31 11 0.03  1
31 11 0.04  1
31 11 0.05  1
31 11 0.06  1
31 11 0.07  1
31 11 0.08  1
31 11 0.09  1
31 11 0.1  1
31 12 0  1
31 12 0.01  1
31 12 0.02  1
31 12 0.03  1
31 12 0.04  1
31 12 0.05  1
31 12 0.06  1
31 12 0.07  1
31 12 0.08  1
31 12 0.09  1
31 12 0.1  1
31 13 0  1
31 13 0.01  1
31 13 0.02  1
31 13 0.03  1
31 13 0.04  1
31 13 0.05  1
31 13 0.06  1
31 13 0.07  1
31 13 0.08  1
31 13 0.09  1
31 13 0.1  1
31 14 0  1
31 14 0.01  1
31 14 0.02  1
31 14 0.03  1
31 14 0.04  1
31 14 0.05  1
31 14 0.06  1
31 14 0.07  1
31 14 0.08  1
31 14 0.09  1
31 14 0.1  1
31 15 0  1
31 15 0.01  1
31 15 0.02  1
31 15 0.03  1
31 15 0.04  1
31 15 0.05  1
31 15 0.06  1
31 15 0.07  1
31 15 0.08  1
31 15 0.09  1
31 15 0.1  1
31 16 0  1
31 16 0.01  1
31 16 0.02  1
31 16 0.03  1
31 16 0.04  1
31 16 0.05  1
31 16 0.06  1
31 16 0.07  1
31 16 0.08  1
31 16 0.09  1
31 16 0.1  1
31 17 0  1
31 17 0.01  1
31 17 0.02  1
31 17 0.03  1
31 17 0.04  1
31 17 0.05  1
31 17 0.06  1
31 17 0.07  1
31 17 0.08  1
31 17 0.09  1
31 17 0.1  1
31 18 0  1
31 18 0.01  1
31 18 0.02  1
31 18 0.03  1
31 18 0.04  1
31 18 0.05  1
31 18 0.06  1
31 18 0.07  1
31 18 0.08  1
31 18 0.09  1
31 18 0.1  1
31 19 0  1
31 19 0.01  1
31 19 0.02  1
31 19 0.03  1
31 19 0.04  1
31 19 0.05  1
31 19 0.06  1
31 19 0.07  1
31 19 0.08  1
31 19 0.09  1
31 19 0.1  1
31 20 0  1
31 20 0.01  1
31 20 0.02  1
31 20 0.03  1
31 20 0.04  1
31 20 0.05  1
31 20 0.06  1
31 20 0.07  1
31 20 0.08  1
31 20 0.09  1
31 20 0.1  1
31 21 0  1
31 21 0.01  1
31 21 0.02  1
31 21 0.03  1
31 21 0.04  1
31 21 0.05  1
31 21 0.06  1
31 21 0.07  1
31 21 0.08  1
31 21 0.09  1
31 21 0.1  1
31 22 0  1
31 22 0.01  1
31 22 0.02  1
31 22 0.03  1
31 22 0.04  1
31 22 0.05  1
31 22 0.06  1
31 22 0.07  1
31 22 0.08  1
31 22 0.09  1
31 22 0.1  1
31 23 0  1
31 23 0.01  1
31 23 0.02  1
31 23 0.03  1
31 23 0.04  1
31 23 0.05  1
31 23 0.06  1
31 23 0.07  1
31 23 0.08  1
31 23 0.09  1
31 23 0.1  1
31 24 0  1
31 24 0.01  1
31 24 0.02  1
31 24 0.03  1
31 24 0.04  1
31 24 0.05  1
31 24 0.06  1
31 24 0.07  1
31 24 0.08  1
31 24 0.09  1
31 24 0.1  1
31 25 0  1
31 25 0.01  1
31 25 0.02  1
31 25 0.03  1
31 25 0.04  1
31 25 0.05  1
31 25 0.06  1
31 25 0.07  1
31 25 0.08  1
31 25 0.09  1
31 25 0.1  1
31 26 0  1
31 26 0.01  1
31 26 0.02  1
31 26 0.03  1
31 26 0.04  1
31 26 0.05  1
31 26 0.06  1
31 26 0.07  1
31 26 0.08  1
31 26 0.09  1
31 26 0.1  1
31 27 0  1
31 27 0.01  1
31 27 0.02  1
31 27 0.03  1
31 27 0.04  1
31 27 0.05  1
31 27 0.06  1
31 27 0.07  1
31 27 0.08  1
31 27 0.09  1
31 27 0.1  1
31 28 0  1
31 28 0.01  1
31 28 0.02  1
31 28 0.03  1
31 28 0.04  1
31 28 0.05  1
31 28 0.06  1
31 28 0.07  1
31 28 0.08  1
31 28 0.09  1
31 28 0.1  1
31 29 0  1
31 29 0.01  1
31 29 0.02  1
31 29 0.03  1
31 29 0.04  1
31 29 0.05  1
31 29 0.06  1
31 29 0.07  1
31 29 0.08  1
31 29 0.09  1
31 29 0.1  1
31 30 0  1
31 30 0.01  1
31 30 0.02  1
31 30 0.03  1
31 30 0.04  1
31 30 0.05  1
31 30 0.06  1
31 30 0.07  1
31 30 0.08  1
31 30 0.09  1
31 30 0.1  1
31 31 0  1
31 31 0.01  1
31 31 0.02  1
31 31 0.03  1
31 31 0.04  1
31 31 0.05  1
31 31 0.06  1
31 31 0.07  1
31 31 0.08  1
31 31 0.09  1
31 31 0.1  1
31 32 0  1
31 32 0.01  1
31 32 0.02  1
31 32 0.03  1
31 32 0.04  1
31 32 0.05  1
31 32 0.06  1
31 32 0.07  1
31 32 0.08  1
31 32 0.09  1
31 32 0.1  1
31 33 0  1
31 33 0.01  1
31 33 0.02  1
31 33 0.03  1
31 33 0.04  1
31 33 0.05  1
31 33 0.06  1
31 33 0.07  1
31 33 0.08  1
31 33 0.09  1
31 33 0.1  1
31 34 0  1
31 34 0.01  1
31 34 0.02  1
31 34 0.03  1
31 34 0.04  1
31 34 0.05  1
31 34 0.06  1
31 34 0.07  1
31 34 0.08  1
31 34 0.09  1
31 34 0.1  1
31 35 0  1
31 35 0.01  1
31 35 0.02  1
31 35 0.03  1
31 35 0.04  1
31 35 0.05  1
31 35 0.06  1
31 35 0.07  1
31 35 0.08  1
31 35 0.09  1
31 35 0.1  1
31 36 0  1
31 36 0.01  1
31 36 0.02  1
31 36 0.03  1
31 36 0.04  1
31 36 0.05  1
31 36 0.06  1
31 36 0.07  1
31 36 0.08  1
31 36 0.09  1
31 36 0.1  1
31 37 0  1
31 37 0.01  1
31 37 0.02  1
31 37 0.03  1
31 37 0.04  1
31 37 0.05  1
31 37 0.06  1
31 37 0.07  1
31 37 0.08  1
31 37 0.09  1
31 37 0.1  1
31 38 0  1
31 38 0.01  1
31 38 0.02  1
31 38 0.03  1
31 38 0.04  1
31 38 0.05  1
31 38 0.06  1
31 38 0.07  1
31 38 0.08  1
31 38 0.09  1
31 38 0.1  1
31 39 0  1
31 39 0.01  1
31 39 0.02  1
31 39 0.03  1
31 39 0.04  1
31 39 0.05  1
31 39 0.06  1
31 39 0.07  1
31 39 0.08  1
31 39 0.09  1
31 39 0.1  1
31 40 0  1
31 40 0.01  1
31 40 0.02  1
31 40 0.03  1
31 40 0.04  1
31 40 0.05  1
31 40 0.06  1
31 40 0.07  1
31 40 0.08  1
31 40 0.09  1
31 40 0.1  1
31 41 0  1
31 41 0.01  1
31 41 0.02  1
31 41 0.03  1
31 41 0.04  1
31 41 0.05  1
31 41 0.06  1
31 41 0.07  1
31 41 0.08  1
31 41 0.09  1
31 41 0.1  1
31 42 0  1
31 42 0.01  1
31 42 0.02  1
31 42 0.03  1
31 42 0.04  1
31 42 0.05  1
31 42 0.06  1
31 42 0.07  1
31 42 0.08  1
31 42 0.09  1
31 42 0.1  1
31 43 0  1
31 43 0.01  1
31 43 0.02  1
31 43 0.03  1
31 43 0.04  1
31 43 0.05  1
31 43 0.06  1
31 43 0.07  1
31 43 0.08  1
31 43 0.09  1
31 43 0.1  1
31 44 0  1
31 44 0.01  1
31 44 0.02  1
31 44 0.03  1
31 44 0.04  1
31 44 0.05  1
31 44 0.06  1
31 44 0.07  1
31 44 0.08  1
31 44 0.09  1
31 44 0.1  1
31 45 0  1
31 45 0.01  1
31 45 0.02  1
31 45 0.03  1
31 45 0.04  1
31 45 0.05  1
31 45 0.06  1
31 45 0.07  1
31 45 0.08  1
31 45 0.09  1
31 45 0.1  1
31 46 0  1
31 46 0.01  1
31 46 0.02  1
31 46 0.03  1
31 46 0.04  1
31 46 0.05  1
31 46 0.06  1
31 46 0.07  1
31 46 0.08  1
31 46 0.09  1
31 46 0.1  1
31 47 0  1
31 47 0.01  1
31 47 0.02  1
31 47 0.03  1
31 47 0.04  1
31 47 0.05  1
31 47 0.06  1
31 47 0.07  1
31 47 0.08  1
31 47 0.09  1
31 47 0.1  1
31 48 0  1
31 48 0.01  1
31 48 0.02  1
31 48 0.03  1
31 48 0.04  1
31 48 0.05  1
31 48 0.06  1
31 48 0.07  1
31 48 0.08  1
31 48 0.09  1
31 48 0.1  1
31 49 0  1
31 49 0.01  1
31 49 0.02  1
31 49 0.03  1
31 49 0.04  1
31 49 0.05  1
31 49 0.06  1
31 49 0.07  1
31 49 0.08  1
31 49 0.09  1
31 49 0.1  1
31 50 0  1
31 50 0.01  1
31 50 0.02  1
31 50 0.03  1
31 50 0.04  1
31 50 0.05  1
31 50 0.06  1
31 50 0.07  1
31 50 0.08  1
31 50 0.09  1
31 50 0.1  1
36 0 0  0
36 0 0.01  0
36 0 0.02  0
36 0 0.03  0
36 0 0.04  0
36 0 0.05  0
36 0 0.06  0
36 0 0.07  0
36 0 0.08  0
36 0 0.09  0
36 0 0.1  0
36 1 0  1
36 1 0.01  1
36 1 0.02  1
36 1 0.03  1
36 1 0.04  1
36 1 0.05  1
36 1 0.06  1
36 1 0.07  1
36 1 0.08  1
36 1 0.09  2
36 1 0.1  1
36 2 0  1
36 2 0.01  1
36 2 0.02  1
36 2 0.03  1
36 2 0.04  1
36 2 0.05  1
36 2 0.06  1
36 2 0.07  1
36 2 0.08  1
36 2 0.09  1
36 2 0.1  1
36 3 0  1
36 3 0.01  1
36 3 0.02  1
36 3 0.03  1
36 3 0.04  1
36 3 0.05  1
36 3 0.06  1
36 3 0.07  1
36 3 0.08  2
36 3 0.09  1
36 3 0.1  2
36 4 0  1
36 4 0.01  1
36 4 0.02  1
36 4 0.03  1
36 4 0.04  1
36 4 0.05  1
36 4 0.06  1
36 4 0.07  1
36 4 0.08  1
36 4 0.09  1
36 4 0.1  1
36 5 0  1
36 5 0.01  1
36 5 0.02  1
36 5 0.03  1
36 5 0.04  1
36 5 0.05  1
36 5 0.06  1
36 5 0.07  1
36 5 0.08  1
36 5 0.09  1
36 5 0.1  1
36 6 0  1
36 6 0.01  1
36 6 0.02  1
36 6 0.03  1
36 6 0.04  1
36 6 0.05  1
36 6 0.06  1
36 6 0.07  1
36 6 0.08  1
36 6 0.09  1
36 6 0.1  1
36 7 0  1
36 7 0.01  1
36 7 0.02  1
36 7 0.03  1
36 7 0.04  1
36 7 0.05  1
36 7 0.06  1
36 7 0.07  1
36 7 0.08  1
36 7 0.09  1
36 7 0.1  1
36 8 0  1
36 8 0.01  1
36 8 0.02  1
36 8 0.03  1
36 8 0.04  1
36 8 0.05  1
36 8 0.06  1
36 8 0.07  1
36 8 0.08  1
36 8 0.09  1
36 8 0.1  1
36 9 0  1
36 9 0.01  1
36 9 0.02  1
36 9 0.03  1
36 9 0.04  1
36 9 0.05  1
36 9 0.06  1
36 9 0.07  1
36 9 0.08  1
36 9 0.09  1
36 9 0.1  1
36 10 0  1
36 10 0.01  1
36 10 0.02  1
36 10 0.03  1
36 10 0.04  1
36 10 0.05  1
36 10 0.06  1
36 10 0.07  1
36 10 0.08  1
36 10 0.09  1
36 10 0.1  1
36 11 0  1
36 11 0.01  1
36 11 0.02  1
36 11 0.03  1
36 11 0.04  1
36 11 0.05  1
36 11 0.06  1
36 11 0.07  1
36 11 0.08  1
36 11 0.09  1
36 11 0.1  1
36 12 0  1
36 12 0.01  1
36 12 0.02  1
36 12 0.03  1
36 12 0.04  1
36 12 0.05  1
36 12 0.06  1
36 12 0.07  1
36 12 0.08  1
36 12 0.09  1
36 12 0.1  1
36 13 0  1
36 13 0.01  1
36 13 0.02  1
36 13 0.03  1
36 13 0.04  1
36 13 0.05  1
36 13 0.06  1
36 13 0.07  1
36 13 0.08  1
36 13 0.09  1
36 13 0.1  1
36 14 0  1
36 14 0.01  1
36 14 0.02  1
36 14 0.03  1
36 14 0.04  1
36 14 0.05  1
36 14 0.06  1
36 14 0.07  1
36 14 0.08  1
36 14 0.09  1
36 14 0.1  1
36 15 0  1
36 15 0.01  1
36 15 0.02  1
36 15 0.03  1
36 15 0.04  1
36 15 0.05  1
36 15 0.06  1
36 15 0.07  1
36 15 0.08  1
36 15 0.09  1
36 15 0.1  1
36 16 0  1
36 16 0.01  1
36 16 0.02  1
36 16 0.03  1
36 16 0.04  1
36 16 0.05  1
36 16 0.06  1
36 16 0.07  1
36 16 0.08  1
36 16 0.09  1
36 16 0.1  1
36 17 0  1
36 17 0.01  1
36 17 0.02  1
36 17 0.03  1
36 17 0.04  1
36 17 0.05  1
36 17 0.06  1
36 17 0.07  1
36 17 0.08  2
36 17 0.09  1
36 17 0.1  1
36 18 0  1
36 18 0.01  1
36 18 0.02  1
36 18 0.03  1
36 18 0.04  1
36 18 0.05  1
36 18 0.06  1
36 18 0.07  1
36 18 0.08  1
36 18 0.09  1
36 18 0.1  1
36 19 0  1
36 19 0.01  1
36 19 0.02  1
36 19 0.03  1
36 19 0.04  1
36 19 0.05  1
36 19 0.06  1
36 19 0.07  1
36 19 0.08  1
36 19 0.09  1
36 19 0.1  1
36 20 0  1
36 20 0.01  1
36 20 0.02  1
36 20 0.03  1
36 20 0.04  1
36 20 0.05  1
36 20 0.06  1
36 20 0.07  1
36 20 0.08  1
36 20 0.09  1
36 20 0.1  1
36 21 0  1
36 21 0.01  1
36 21 0.02  1
36 21 0.03  1
36 21 0.04  1
36 21 0.05  1
36 21 0.06  1
36 21 0.07  1
36 21 0.08  1
36 21 0.09  1
36 21 0.1  1
36 22 0  1
36 22 0.01  1
36 22 0.02  1
36 22 0.03  1
36 22 0.04  1
36 22 0.05  1
36 22 0.06  1
36 22 0.07  1
36 22 0.08  1
36 22 0.09  1
36 22 0.1  2
36 23 0  1
36 23 0.01  1
36 23 0.02  1
36 23 0.03  1
36 23 0.04  1
36 23 0.05  1
36 23 0.06  1
36 23 0.07  1
36 23 0.08  1
36 23 0.09  1
36 23 0.1  1
36 24 0  1
36 24 0.01  1
36 24 0.02  1
36 24 0.03  1
36 24 0.04  1
36 24 0.05  1
36 24 0.06  1
36 24 0.07  1
36 24 0.08  1
36 24 0.09  1
36 24 0.1  1
36 25 0  1
36 25 0.01  1
36 25 0.02  1
36 25 0.03  1
36 25 0.04  1
36 25 0.05  1
36 25 0.06  1
36 25 0.07  1
36 25 0.08  1
36 25 0.09  1
36 25 0.1  1
36 26 0  1
36 26 0.01  1
36 26 0.02  1
36 26 0.03  1
36 26 0.04  1
36 26 0.05  1
36 26 0.06  1
36 26 0.07  1
36 26 0.08  1
36 26 0.09  1
36 26 0.1  1
36 27 0  1
36 27 0.01  1
36 27 0.02  1
36 27 0.03  1
36 27 0.04  1
36 27 0.05  1
36 27 0.06  1
36 27 0.07  1
36 27 0.08  1
36 27 0.09  1
36 27 0.1  1
36 28 0  1
36 28 0.01  1
36 28 0.02  1
36 28 0.03  1
36 28 0.04  1
36 28 0.05  1
36 28 0.06  1
36 28 0.07  1
36 28 0.08  1
36 28 0.09  1
36 28 0.1  1
36 29 0  1
36 29 0.01  1
36 29 0.02  1
36 29 0.03  1
36 29 0.04  1
36 29 0.05  1
36 29 0.06  1
36 29 0.07  1
36 29 0.08  1
36 29 0.09  1
36 29 0.1  1
36 30 0  1
36 30 0.01  1
36 30 0.02  1
36 30 0.03  1
36 30 0.04  1
36 30 0.05  1
36 30 0.06  1
36 30 0.07  1
36 30 0.08  1
36 30 0.09  1
